Configuration ...
name=MKL
data=data/xue/tdp.1.pkl
data=data/xue/tdp.2.pkl
data=data/xue/tdp.3.pkl
data=data/xue/tdp.4.pkl
data=data/xue/tdp.5.pkl
parameter-selection=grid
feature-reduction=1
parameter-bound=10
folds=10
runs=5

Loading data ... 
 X = (18, 361) 	y = (361,) 	Sparsity = 0.629270544783
Obj => 0.00000 Args =>  ['0.250', '0.004', '16.000']
Obj => 0.00000 Args =>  ['0.250', '0.004', '32.000']
Obj => 0.00000 Args =>  ['0.250', '0.004', '64.000']
Obj => 0.00000 Args =>  ['0.250', '0.004', '128.000']
Obj => 0.00000 Args =>  ['0.250', '0.004', '256.000']
Obj => 0.00000 Args =>  ['0.250', '0.004', '512.000']
Obj => 0.00000 Args =>  ['0.250', '0.008', '0.001']
Obj => 0.00000 Args =>  ['0.250', '0.008', '0.002']
Obj => 0.00000 Args =>  ['0.250', '0.008', '0.004']
Obj => 0.00000 Args =>  ['0.250', '0.008', '0.008']
Obj => 0.00000 Args =>  ['0.250', '0.008', '0.016']
Obj => 0.00000 Args =>  ['0.250', '0.008', '0.031']
Obj => 0.00000 Args =>  ['0.250', '0.008', '0.062']
Obj => 0.00000 Args =>  ['0.250', '0.008', '0.125']
Obj => 0.00000 Args =>  ['0.250', '0.008', '0.250']
Obj => 0.00000 Args =>  ['0.250', '0.008', '0.500']
Obj => 0.00000 Args =>  ['0.250', '0.008', '1.000']
Obj => 0.00000 Args =>  ['0.250', '0.008', '2.000']
Obj => 0.00000 Args =>  ['0.250', '0.008', '4.000']
Obj => 0.00000 Args =>  ['0.250', '0.008', '8.000']
Obj => 0.00000 Args =>  ['0.250', '0.008', '16.000']
Obj => 0.00000 Args =>  ['0.250', '0.008', '32.000']
Obj => 0.00000 Args =>  ['0.250', '0.008', '64.000']
Obj => 0.00000 Args =>  ['0.250', '0.008', '128.000']
Obj => 0.00000 Args =>  ['0.250', '0.008', '256.000']
Obj => 0.00000 Args =>  ['0.250', '0.008', '512.000']
Obj => 0.00000 Args =>  ['0.250', '0.016', '0.001']
Obj => 0.00000 Args =>  ['0.250', '0.016', '0.002']
Obj => 0.00000 Args =>  ['0.250', '0.016', '0.004']
Obj => 0.00000 Args =>  ['0.250', '0.016', '0.008']
Obj => 0.00000 Args =>  ['0.250', '0.016', '0.016']
Obj => 0.00000 Args =>  ['0.250', '0.016', '0.031']
Obj => 0.00000 Args =>  ['0.250', '0.016', '0.062']
Obj => 0.00000 Args =>  ['0.250', '0.016', '0.125']
Obj => 0.00000 Args =>  ['0.250', '0.016', '0.250']
Obj => 0.00000 Args =>  ['0.250', '0.016', '0.500']
Obj => 0.00000 Args =>  ['0.250', '0.016', '1.000']
Obj => 0.00000 Args =>  ['0.250', '0.016', '2.000']
Obj => 0.00000 Args =>  ['0.250', '0.016', '4.000']
Obj => 0.00000 Args =>  ['0.250', '0.016', '8.000']
Obj => 0.00000 Args =>  ['0.250', '0.016', '16.000']
Obj => 0.00000 Args =>  ['0.250', '0.016', '32.000']
Obj => 0.00000 Args =>  ['0.250', '0.016', '64.000']
Obj => 0.00000 Args =>  ['0.250', '0.016', '128.000']
Obj => 0.00000 Args =>  ['0.250', '0.016', '256.000']
Obj => 0.00000 Args =>  ['0.250', '0.016', '512.000']
Obj => 0.00000 Args =>  ['0.250', '0.031', '0.001']
Obj => 0.00000 Args =>  ['0.250', '0.031', '0.002']
Obj => 0.00000 Args =>  ['0.250', '0.031', '0.004']
Obj => 0.00000 Args =>  ['0.250', '0.031', '0.008']
Obj => 0.00000 Args =>  ['0.250', '0.031', '0.016']
Obj => 0.00000 Args =>  ['0.250', '0.031', '0.031']
Obj => 0.00000 Args =>  ['0.250', '0.031', '0.062']
Obj => 0.00000 Args =>  ['0.250', '0.031', '0.125']
Obj => 0.00000 Args =>  ['0.250', '0.031', '0.250']
Obj => 0.00000 Args =>  ['0.250', '0.031', '0.500']
Obj => 0.00000 Args =>  ['0.250', '0.031', '1.000']
Obj => 0.00000 Args =>  ['0.250', '0.031', '2.000']
Obj => 0.00000 Args =>  ['0.250', '0.031', '4.000']
Obj => 0.00000 Args =>  ['0.250', '0.031', '8.000']
Obj => 0.00000 Args =>  ['0.250', '0.031', '16.000']
Obj => 0.00000 Args =>  ['0.250', '0.031', '32.000']
Obj => 0.00000 Args =>  ['0.250', '0.031', '64.000']
Obj => 0.00000 Args =>  ['0.250', '0.031', '128.000']
Obj => 0.00000 Args =>  ['0.250', '0.031', '256.000']
Obj => 0.00000 Args =>  ['0.250', '0.031', '512.000']
Obj => 0.00000 Args =>  ['0.250', '0.062', '0.001']
Obj => 0.00000 Args =>  ['0.250', '0.062', '0.002']
Obj => 0.01244 Args =>  ['0.250', '0.062', '0.004']
Obj => 0.03778 Args =>  ['0.250', '0.062', '0.008']
Obj => 0.02933 Args =>  ['0.250', '0.062', '0.016']
Obj => 0.01244 Args =>  ['0.250', '0.062', '0.031']
Obj => 0.00800 Args =>  ['0.250', '0.062', '0.062']
Obj => 0.00844 Args =>  ['0.250', '0.062', '0.125']
Obj => 0.00844 Args =>  ['0.250', '0.062', '0.250']
Obj => 0.00400 Args =>  ['0.250', '0.062', '0.500']
Obj => 0.00000 Args =>  ['0.250', '0.062', '1.000']
Obj => 0.00000 Args =>  ['0.250', '0.062', '2.000']
Obj => 0.00000 Args =>  ['0.250', '0.062', '4.000']
Obj => 0.00000 Args =>  ['0.250', '0.062', '8.000']
Obj => 0.00000 Args =>  ['0.250', '0.062', '16.000']
Obj => 0.00000 Args =>  ['0.250', '0.062', '32.000']
Obj => 0.00000 Args =>  ['0.250', '0.062', '64.000']
Obj => 0.00000 Args =>  ['0.250', '0.062', '128.000']
Obj => 0.00000 Args =>  ['0.250', '0.062', '256.000']
Obj => 0.00000 Args =>  ['0.250', '0.062', '512.000']
Obj => 0.05422 Args =>  ['0.250', '0.125', '0.001']
Obj => 0.11693 Args =>  ['0.250', '0.125', '0.002']
Obj => 0.23982 Args =>  ['0.250', '0.125', '0.004']
Obj => 0.31442 Args =>  ['0.250', '0.125', '0.008']
Obj => 0.34945 Args =>  ['0.250', '0.125', '0.016']
Obj => 0.39986 Args =>  ['0.250', '0.125', '0.031']
Obj => 0.42545 Args =>  ['0.250', '0.125', '0.062']
Obj => 0.41176 Args =>  ['0.250', '0.125', '0.125']
Obj => 0.34443 Args =>  ['0.250', '0.125', '0.250']
Obj => 0.24940 Args =>  ['0.250', '0.125', '0.500']
Obj => 0.18897 Args =>  ['0.250', '0.125', '1.000']
Obj => 0.14463 Args =>  ['0.250', '0.125', '2.000']
Obj => 0.08683 Args =>  ['0.250', '0.125', '4.000']
Obj => 0.04578 Args =>  ['0.250', '0.125', '8.000']
Obj => 0.02044 Args =>  ['0.250', '0.125', '16.000']
Obj => 0.00000 Args =>  ['0.250', '0.125', '32.000']
Obj => 0.00000 Args =>  ['0.250', '0.125', '64.000']
Obj => 0.00000 Args =>  ['0.250', '0.125', '128.000']
Obj => 0.00000 Args =>  ['0.250', '0.125', '256.000']
Obj => 0.00000 Args =>  ['0.250', '0.125', '512.000']
Obj => 0.06149 Args =>  ['0.250', '0.250', '0.001']
Obj => 0.12683 Args =>  ['0.250', '0.250', '0.002']
Obj => 0.30190 Args =>  ['0.250', '0.250', '0.004']
Obj => 0.37204 Args =>  ['0.250', '0.250', '0.008']
Obj => 0.42669 Args =>  ['0.250', '0.250', '0.016']
Obj => 0.45075 Args =>  ['0.250', '0.250', '0.031']
Obj => 0.51767 Args =>  ['0.250', '0.250', '0.062']
Obj => 0.53685 Args =>  ['0.250', '0.250', '0.125']
Obj => 0.56571 Args =>  ['0.250', '0.250', '0.250']
Obj => 0.56328 Args =>  ['0.250', '0.250', '0.500']
Obj => 0.56276 Args =>  ['0.250', '0.250', '1.000']
Obj => 0.58326 Args =>  ['0.250', '0.250', '2.000']
Obj => 0.55883 Args =>  ['0.250', '0.250', '4.000']
Obj => 0.48824 Args =>  ['0.250', '0.250', '8.000']
Obj => 0.39260 Args =>  ['0.250', '0.250', '16.000']
Obj => 0.18578 Args =>  ['0.250', '0.250', '32.000']
Obj => 0.13182 Args =>  ['0.250', '0.250', '64.000']
Obj => 0.15117 Args =>  ['0.250', '0.250', '128.000']
Obj => 0.15545 Args =>  ['0.250', '0.250', '256.000']
Obj => 0.01644 Args =>  ['0.250', '0.250', '512.000']
Obj => 0.06149 Args =>  ['0.250', '0.500', '0.001']
Obj => 0.12683 Args =>  ['0.250', '0.500', '0.002']
Obj => 0.30190 Args =>  ['0.250', '0.500', '0.004']
Obj => 0.37204 Args =>  ['0.250', '0.500', '0.008']
Obj => 0.42669 Args =>  ['0.250', '0.500', '0.016']
Obj => 0.45075 Args =>  ['0.250', '0.500', '0.031']
Obj => 0.52266 Args =>  ['0.250', '0.500', '0.062']
Obj => 0.54856 Args =>  ['0.250', '0.500', '0.125']
Obj => 0.57064 Args =>  ['0.250', '0.500', '0.250']
Obj => 0.56689 Args =>  ['0.250', '0.500', '0.500']
Obj => 0.58661 Args =>  ['0.250', '0.500', '1.000']
Obj => 0.62417 Args =>  ['0.250', '0.500', '2.000']
Obj => 0.60361 Args =>  ['0.250', '0.500', '4.000']
Obj => 0.60688 Args =>  ['0.250', '0.500', '8.000']
Obj => 0.62780 Args =>  ['0.250', '0.500', '16.000']
Obj => 0.61262 Args =>  ['0.250', '0.500', '32.000']
Obj => 0.59024 Args =>  ['0.250', '0.500', '64.000']
Obj => 0.61448 Args =>  ['0.250', '0.500', '128.000']
Obj => 0.58827 Args =>  ['0.250', '0.500', '256.000']
Obj => 0.55540 Args =>  ['0.250', '0.500', '512.000']
Obj => 0.06149 Args =>  ['0.250', '1.000', '0.001']
Obj => 0.12683 Args =>  ['0.250', '1.000', '0.002']
Obj => 0.30190 Args =>  ['0.250', '1.000', '0.004']
Obj => 0.37204 Args =>  ['0.250', '1.000', '0.008']
Obj => 0.42669 Args =>  ['0.250', '1.000', '0.016']
Obj => 0.45075 Args =>  ['0.250', '1.000', '0.031']
Obj => 0.52266 Args =>  ['0.250', '1.000', '0.062']
Obj => 0.54856 Args =>  ['0.250', '1.000', '0.125']
Obj => 0.57064 Args =>  ['0.250', '1.000', '0.250']
Obj => 0.56689 Args =>  ['0.250', '1.000', '0.500']
Obj => 0.58595 Args =>  ['0.250', '1.000', '1.000']
Obj => 0.62138 Args =>  ['0.250', '1.000', '2.000']
Obj => 0.60801 Args =>  ['0.250', '1.000', '4.000']
Obj => 0.61760 Args =>  ['0.250', '1.000', '8.000']
Obj => 0.62485 Args =>  ['0.250', '1.000', '16.000']
Obj => 0.62810 Args =>  ['0.250', '1.000', '32.000']
Obj => 0.60682 Args =>  ['0.250', '1.000', '64.000']
Obj => 0.61971 Args =>  ['0.250', '1.000', '128.000']
Obj => 0.58929 Args =>  ['0.250', '1.000', '256.000']
Obj => 0.53530 Args =>  ['0.250', '1.000', '512.000']
Obj => 0.06149 Args =>  ['0.250', '2.000', '0.001']
Obj => 0.12683 Args =>  ['0.250', '2.000', '0.002']
Obj => 0.30190 Args =>  ['0.250', '2.000', '0.004']
Obj => 0.37204 Args =>  ['0.250', '2.000', '0.008']
Obj => 0.42669 Args =>  ['0.250', '2.000', '0.016']
Obj => 0.45075 Args =>  ['0.250', '2.000', '0.031']
Obj => 0.52266 Args =>  ['0.250', '2.000', '0.062']
Obj => 0.54856 Args =>  ['0.250', '2.000', '0.125']
Obj => 0.57064 Args =>  ['0.250', '2.000', '0.250']
Obj => 0.56689 Args =>  ['0.250', '2.000', '0.500']
Obj => 0.58595 Args =>  ['0.250', '2.000', '1.000']
Obj => 0.62138 Args =>  ['0.250', '2.000', '2.000']
Obj => 0.60801 Args =>  ['0.250', '2.000', '4.000']
Obj => 0.61998 Args =>  ['0.250', '2.000', '8.000']
Obj => 0.61680 Args =>  ['0.250', '2.000', '16.000']
Obj => 0.62156 Args =>  ['0.250', '2.000', '32.000']
Obj => 0.60731 Args =>  ['0.250', '2.000', '64.000']
Obj => 0.59665 Args =>  ['0.250', '2.000', '128.000']
Obj => 0.56571 Args =>  ['0.250', '2.000', '256.000']
Obj => 0.52105 Args =>  ['0.250', '2.000', '512.000']
Obj => 0.06149 Args =>  ['0.250', '4.000', '0.001']
Obj => 0.12683 Args =>  ['0.250', '4.000', '0.002']
Obj => 0.30190 Args =>  ['0.250', '4.000', '0.004']
Obj => 0.37204 Args =>  ['0.250', '4.000', '0.008']
Obj => 0.42669 Args =>  ['0.250', '4.000', '0.016']
Obj => 0.45075 Args =>  ['0.250', '4.000', '0.031']
Obj => 0.52266 Args =>  ['0.250', '4.000', '0.062']
Obj => 0.54856 Args =>  ['0.250', '4.000', '0.125']
Obj => 0.57064 Args =>  ['0.250', '4.000', '0.250']
Obj => 0.56689 Args =>  ['0.250', '4.000', '0.500']
Obj => 0.58595 Args =>  ['0.250', '4.000', '1.000']
Obj => 0.62138 Args =>  ['0.250', '4.000', '2.000']
Obj => 0.60801 Args =>  ['0.250', '4.000', '4.000']
Obj => 0.61998 Args =>  ['0.250', '4.000', '8.000']
Obj => 0.61680 Args =>  ['0.250', '4.000', '16.000']
Obj => 0.62156 Args =>  ['0.250', '4.000', '32.000']
Obj => 0.60731 Args =>  ['0.250', '4.000', '64.000']
Obj => 0.59759 Args =>  ['0.250', '4.000', '128.000']
Obj => 0.54904 Args =>  ['0.250', '4.000', '256.000']
Obj => 0.47665 Args =>  ['0.250', '4.000', '512.000']
Obj => 0.06149 Args =>  ['0.250', '8.000', '0.001']
Obj => 0.12683 Args =>  ['0.250', '8.000', '0.002']
Obj => 0.30190 Args =>  ['0.250', '8.000', '0.004']
Obj => 0.37204 Args =>  ['0.250', '8.000', '0.008']
Obj => 0.42669 Args =>  ['0.250', '8.000', '0.016']
Obj => 0.45075 Args =>  ['0.250', '8.000', '0.031']
Obj => 0.52266 Args =>  ['0.250', '8.000', '0.062']
Obj => 0.54856 Args =>  ['0.250', '8.000', '0.125']
Obj => 0.57064 Args =>  ['0.250', '8.000', '0.250']
Obj => 0.56689 Args =>  ['0.250', '8.000', '0.500']
Obj => 0.58595 Args =>  ['0.250', '8.000', '1.000']
Obj => 0.62138 Args =>  ['0.250', '8.000', '2.000']
Obj => 0.60801 Args =>  ['0.250', '8.000', '4.000']
Obj => 0.61998 Args =>  ['0.250', '8.000', '8.000']
Obj => 0.61680 Args =>  ['0.250', '8.000', '16.000']
Obj => 0.62156 Args =>  ['0.250', '8.000', '32.000']
Obj => 0.60731 Args =>  ['0.250', '8.000', '64.000']
Obj => 0.59759 Args =>  ['0.250', '8.000', '128.000']
Obj => 0.54904 Args =>  ['0.250', '8.000', '256.000']
Obj => 0.47570 Args =>  ['0.250', '8.000', '512.000']
Obj => 0.06149 Args =>  ['0.250', '16.000', '0.001']
Obj => 0.12683 Args =>  ['0.250', '16.000', '0.002']
Obj => 0.30190 Args =>  ['0.250', '16.000', '0.004']
Obj => 0.37204 Args =>  ['0.250', '16.000', '0.008']
Obj => 0.42669 Args =>  ['0.250', '16.000', '0.016']
Obj => 0.45075 Args =>  ['0.250', '16.000', '0.031']
Obj => 0.52266 Args =>  ['0.250', '16.000', '0.062']
Obj => 0.54856 Args =>  ['0.250', '16.000', '0.125']
Obj => 0.57064 Args =>  ['0.250', '16.000', '0.250']
Obj => 0.56689 Args =>  ['0.250', '16.000', '0.500']
Obj => 0.58595 Args =>  ['0.250', '16.000', '1.000']
Obj => 0.62138 Args =>  ['0.250', '16.000', '2.000']
Obj => 0.60801 Args =>  ['0.250', '16.000', '4.000']
Obj => 0.61998 Args =>  ['0.250', '16.000', '8.000']
Obj => 0.61680 Args =>  ['0.250', '16.000', '16.000']
Obj => 0.62156 Args =>  ['0.250', '16.000', '32.000']
Obj => 0.60731 Args =>  ['0.250', '16.000', '64.000']
Obj => 0.59759 Args =>  ['0.250', '16.000', '128.000']
Obj => 0.54904 Args =>  ['0.250', '16.000', '256.000']
Obj => 0.47570 Args =>  ['0.250', '16.000', '512.000']
Obj => 0.06149 Args =>  ['0.250', '32.000', '0.001']
Obj => 0.12683 Args =>  ['0.250', '32.000', '0.002']
Obj => 0.30190 Args =>  ['0.250', '32.000', '0.004']
Obj => 0.37204 Args =>  ['0.250', '32.000', '0.008']
Obj => 0.42669 Args =>  ['0.250', '32.000', '0.016']
Obj => 0.45075 Args =>  ['0.250', '32.000', '0.031']
Obj => 0.52266 Args =>  ['0.250', '32.000', '0.062']
Obj => 0.54856 Args =>  ['0.250', '32.000', '0.125']
Obj => 0.57064 Args =>  ['0.250', '32.000', '0.250']
Obj => 0.56689 Args =>  ['0.250', '32.000', '0.500']
Obj => 0.58595 Args =>  ['0.250', '32.000', '1.000']
Obj => 0.62138 Args =>  ['0.250', '32.000', '2.000']
Obj => 0.60801 Args =>  ['0.250', '32.000', '4.000']
Obj => 0.61998 Args =>  ['0.250', '32.000', '8.000']
Obj => 0.61680 Args =>  ['0.250', '32.000', '16.000']
Obj => 0.62156 Args =>  ['0.250', '32.000', '32.000']
Obj => 0.60731 Args =>  ['0.250', '32.000', '64.000']
Obj => 0.59759 Args =>  ['0.250', '32.000', '128.000']
Obj => 0.54904 Args =>  ['0.250', '32.000', '256.000']
Obj => 0.47570 Args =>  ['0.250', '32.000', '512.000']
Obj => 0.06149 Args =>  ['0.250', '64.000', '0.001']
Obj => 0.12683 Args =>  ['0.250', '64.000', '0.002']
Obj => 0.30190 Args =>  ['0.250', '64.000', '0.004']
Obj => 0.37204 Args =>  ['0.250', '64.000', '0.008']
Obj => 0.42669 Args =>  ['0.250', '64.000', '0.016']
Obj => 0.45075 Args =>  ['0.250', '64.000', '0.031']
Obj => 0.52266 Args =>  ['0.250', '64.000', '0.062']
Obj => 0.54856 Args =>  ['0.250', '64.000', '0.125']
Obj => 0.57064 Args =>  ['0.250', '64.000', '0.250']
Obj => 0.56689 Args =>  ['0.250', '64.000', '0.500']
Obj => 0.58595 Args =>  ['0.250', '64.000', '1.000']
Obj => 0.62138 Args =>  ['0.250', '64.000', '2.000']
Obj => 0.60801 Args =>  ['0.250', '64.000', '4.000']
Obj => 0.61998 Args =>  ['0.250', '64.000', '8.000']
Obj => 0.61680 Args =>  ['0.250', '64.000', '16.000']
Obj => 0.62156 Args =>  ['0.250', '64.000', '32.000']
Obj => 0.60731 Args =>  ['0.250', '64.000', '64.000']
Obj => 0.59759 Args =>  ['0.250', '64.000', '128.000']
Obj => 0.54904 Args =>  ['0.250', '64.000', '256.000']
Obj => 0.47570 Args =>  ['0.250', '64.000', '512.000']
Obj => 0.06149 Args =>  ['0.250', '128.000', '0.001']
Obj => 0.12683 Args =>  ['0.250', '128.000', '0.002']
Obj => 0.30190 Args =>  ['0.250', '128.000', '0.004']
Obj => 0.37204 Args =>  ['0.250', '128.000', '0.008']
Obj => 0.42669 Args =>  ['0.250', '128.000', '0.016']
Obj => 0.45075 Args =>  ['0.250', '128.000', '0.031']
Obj => 0.52266 Args =>  ['0.250', '128.000', '0.062']
Obj => 0.54856 Args =>  ['0.250', '128.000', '0.125']
Obj => 0.57064 Args =>  ['0.250', '128.000', '0.250']
Obj => 0.56689 Args =>  ['0.250', '128.000', '0.500']
Obj => 0.58595 Args =>  ['0.250', '128.000', '1.000']
Obj => 0.62138 Args =>  ['0.250', '128.000', '2.000']
Obj => 0.60801 Args =>  ['0.250', '128.000', '4.000']
Obj => 0.61998 Args =>  ['0.250', '128.000', '8.000']
Obj => 0.61680 Args =>  ['0.250', '128.000', '16.000']
Obj => 0.62156 Args =>  ['0.250', '128.000', '32.000']
Obj => 0.60731 Args =>  ['0.250', '128.000', '64.000']
Obj => 0.59759 Args =>  ['0.250', '128.000', '128.000']
Obj => 0.54904 Args =>  ['0.250', '128.000', '256.000']
Obj => 0.47570 Args =>  ['0.250', '128.000', '512.000']
Obj => 0.06149 Args =>  ['0.250', '256.000', '0.001']
Obj => 0.12683 Args =>  ['0.250', '256.000', '0.002']
Obj => 0.30190 Args =>  ['0.250', '256.000', '0.004']
Obj => 0.37204 Args =>  ['0.250', '256.000', '0.008']
Obj => 0.42669 Args =>  ['0.250', '256.000', '0.016']
Obj => 0.45075 Args =>  ['0.250', '256.000', '0.031']
Obj => 0.52266 Args =>  ['0.250', '256.000', '0.062']
Obj => 0.54856 Args =>  ['0.250', '256.000', '0.125']
Obj => 0.57064 Args =>  ['0.250', '256.000', '0.250']
Obj => 0.56689 Args =>  ['0.250', '256.000', '0.500']
Obj => 0.58595 Args =>  ['0.250', '256.000', '1.000']
Obj => 0.62138 Args =>  ['0.250', '256.000', '2.000']
Obj => 0.60801 Args =>  ['0.250', '256.000', '4.000']
Obj => 0.61998 Args =>  ['0.250', '256.000', '8.000']
Obj => 0.61680 Args =>  ['0.250', '256.000', '16.000']
Obj => 0.62156 Args =>  ['0.250', '256.000', '32.000']
Obj => 0.60731 Args =>  ['0.250', '256.000', '64.000']
Obj => 0.59759 Args =>  ['0.250', '256.000', '128.000']
Obj => 0.54904 Args =>  ['0.250', '256.000', '256.000']
Obj => 0.47570 Args =>  ['0.250', '256.000', '512.000']
Obj => 0.06149 Args =>  ['0.250', '512.000', '0.001']
Obj => 0.12683 Args =>  ['0.250', '512.000', '0.002']
Obj => 0.30190 Args =>  ['0.250', '512.000', '0.004']
Obj => 0.37204 Args =>  ['0.250', '512.000', '0.008']
Obj => 0.42669 Args =>  ['0.250', '512.000', '0.016']
Obj => 0.45075 Args =>  ['0.250', '512.000', '0.031']
Obj => 0.52266 Args =>  ['0.250', '512.000', '0.062']
Obj => 0.54856 Args =>  ['0.250', '512.000', '0.125']
Obj => 0.57064 Args =>  ['0.250', '512.000', '0.250']
Obj => 0.56689 Args =>  ['0.250', '512.000', '0.500']
Obj => 0.58595 Args =>  ['0.250', '512.000', '1.000']
Obj => 0.62138 Args =>  ['0.250', '512.000', '2.000']
Obj => 0.60801 Args =>  ['0.250', '512.000', '4.000']
Obj => 0.61998 Args =>  ['0.250', '512.000', '8.000']
Obj => 0.61680 Args =>  ['0.250', '512.000', '16.000']
Obj => 0.62156 Args =>  ['0.250', '512.000', '32.000']
Obj => 0.60731 Args =>  ['0.250', '512.000', '64.000']
Obj => 0.59759 Args =>  ['0.250', '512.000', '128.000']
Obj => 0.54904 Args =>  ['0.250', '512.000', '256.000']
Obj => 0.47570 Args =>  ['0.250', '512.000', '512.000']
Obj => 0.00000 Args =>  ['0.500', '0.001', '0.001']
Obj => 0.00000 Args =>  ['0.500', '0.001', '0.002']
Obj => 0.00000 Args =>  ['0.500', '0.001', '0.004']
Obj => 0.00000 Args =>  ['0.500', '0.001', '0.008']
Obj => 0.00000 Args =>  ['0.500', '0.001', '0.016']
Obj => 0.00000 Args =>  ['0.500', '0.001', '0.031']
Obj => 0.00000 Args =>  ['0.500', '0.001', '0.062']
Obj => 0.00000 Args =>  ['0.500', '0.001', '0.125']
Obj => 0.00000 Args =>  ['0.500', '0.001', '0.250']
Obj => 0.00000 Args =>  ['0.500', '0.001', '0.500']
Obj => 0.00000 Args =>  ['0.500', '0.001', '1.000']
Obj => 0.00000 Args =>  ['0.500', '0.001', '2.000']
Obj => 0.00000 Args =>  ['0.500', '0.001', '4.000']
Obj => 0.00000 Args =>  ['0.500', '0.001', '8.000']
Obj => 0.00000 Args =>  ['0.500', '0.001', '16.000']
Obj => 0.00000 Args =>  ['0.500', '0.001', '32.000']
Obj => 0.00000 Args =>  ['0.500', '0.001', '64.000']
Obj => 0.00000 Args =>  ['0.500', '0.001', '128.000']
Obj => 0.00000 Args =>  ['0.500', '0.001', '256.000']
Obj => 0.00000 Args =>  ['0.500', '0.001', '512.000']
Obj => 0.00000 Args =>  ['0.500', '0.002', '0.001']
Obj => 0.00000 Args =>  ['0.500', '0.002', '0.002']
Obj => 0.00000 Args =>  ['0.500', '0.002', '0.004']
Obj => 0.00000 Args =>  ['0.500', '0.002', '0.008']
Obj => 0.00000 Args =>  ['0.500', '0.002', '0.016']
Obj => 0.00000 Args =>  ['0.500', '0.002', '0.031']
Obj => 0.00000 Args =>  ['0.500', '0.002', '0.062']
Obj => 0.00000 Args =>  ['0.500', '0.002', '0.125']
Obj => 0.00000 Args =>  ['0.500', '0.002', '0.250']
Obj => 0.00000 Args =>  ['0.500', '0.002', '0.500']
Obj => 0.00000 Args =>  ['0.500', '0.002', '1.000']
Obj => 0.00000 Args =>  ['0.500', '0.002', '2.000']
Obj => 0.00000 Args =>  ['0.500', '0.002', '4.000']
Obj => 0.00000 Args =>  ['0.500', '0.002', '8.000']
Obj => 0.00000 Args =>  ['0.500', '0.002', '16.000']
Obj => 0.00000 Args =>  ['0.500', '0.002', '32.000']
Obj => 0.00000 Args =>  ['0.500', '0.002', '64.000']
Obj => 0.00000 Args =>  ['0.500', '0.002', '128.000']
Obj => 0.00000 Args =>  ['0.500', '0.002', '256.000']
Obj => 0.00000 Args =>  ['0.500', '0.002', '512.000']
Obj => 0.00000 Args =>  ['0.500', '0.004', '0.001']
Obj => 0.00000 Args =>  ['0.500', '0.004', '0.002']
Obj => 0.00000 Args =>  ['0.500', '0.004', '0.004']
Obj => 0.00000 Args =>  ['0.500', '0.004', '0.008']
Obj => 0.00000 Args =>  ['0.500', '0.004', '0.016']
Obj => 0.00000 Args =>  ['0.500', '0.004', '0.031']
Obj => 0.00000 Args =>  ['0.500', '0.004', '0.062']
Obj => 0.00000 Args =>  ['0.500', '0.004', '0.125']
Obj => 0.00000 Args =>  ['0.500', '0.004', '0.250']
Obj => 0.00000 Args =>  ['0.500', '0.004', '0.500']
Obj => 0.00000 Args =>  ['0.500', '0.004', '1.000']
Obj => 0.00000 Args =>  ['0.500', '0.004', '2.000']
Obj => 0.00000 Args =>  ['0.500', '0.004', '4.000']
Obj => 0.00000 Args =>  ['0.500', '0.004', '8.000']
Obj => 0.00000 Args =>  ['0.500', '0.004', '16.000']
Obj => 0.00000 Args =>  ['0.500', '0.004', '32.000']
Obj => 0.00000 Args =>  ['0.500', '0.004', '64.000']
Obj => 0.00000 Args =>  ['0.500', '0.004', '128.000']
Obj => 0.00000 Args =>  ['0.500', '0.004', '256.000']
Obj => 0.00000 Args =>  ['0.500', '0.004', '512.000']
Obj => 0.00000 Args =>  ['0.500', '0.008', '0.001']
Obj => 0.00000 Args =>  ['0.500', '0.008', '0.002']
Obj => 0.00000 Args =>  ['0.500', '0.008', '0.004']
Obj => 0.00000 Args =>  ['0.500', '0.008', '0.008']
Obj => 0.00000 Args =>  ['0.500', '0.008', '0.016']
Obj => 0.00000 Args =>  ['0.500', '0.008', '0.031']
Obj => 0.00000 Args =>  ['0.500', '0.008', '0.062']
Obj => 0.00000 Args =>  ['0.500', '0.008', '0.125']
Obj => 0.00000 Args =>  ['0.500', '0.008', '0.250']
Obj => 0.00000 Args =>  ['0.500', '0.008', '0.500']
Obj => 0.00000 Args =>  ['0.500', '0.008', '1.000']
Obj => 0.00000 Args =>  ['0.500', '0.008', '2.000']
Obj => 0.00000 Args =>  ['0.500', '0.008', '4.000']
Obj => 0.00000 Args =>  ['0.500', '0.008', '8.000']
Obj => 0.00000 Args =>  ['0.500', '0.008', '16.000']
Obj => 0.00000 Args =>  ['0.500', '0.008', '32.000']
Obj => 0.00000 Args =>  ['0.500', '0.008', '64.000']
Obj => 0.00000 Args =>  ['0.500', '0.008', '128.000']
Obj => 0.00000 Args =>  ['0.500', '0.008', '256.000']
Obj => 0.00000 Args =>  ['0.500', '0.008', '512.000']
Obj => 0.00000 Args =>  ['0.500', '0.016', '0.001']
Obj => 0.00000 Args =>  ['0.500', '0.016', '0.002']
Obj => 0.00000 Args =>  ['0.500', '0.016', '0.004']
Obj => 0.00000 Args =>  ['0.500', '0.016', '0.008']
Obj => 0.00000 Args =>  ['0.500', '0.016', '0.016']
